date min_age_limit available_capacity pincode name state_name district_name fee_type
11-05-2021 45 10 493661 "Khola HWC" Chhattisgarh Raipur 
11-05-2021 45 10 493661 "Abhanpur CHC B" Chhattisgarh Raipur Free
11-05-2021 45 10 493885 "GOBRA NAWAPARA B" Chhattisgarh Raipur Free
11-05-2021 45 10 493661 "Pipruad HWC" Chhattisgarh Raipur 
12-05-2021 45 10 493661 "Seoni HWC" Chhattisgarh Raipur Free
12-05-2021 45 10 493661 "Hasda HWC" Chhattisgarh Raipur 
12-05-2021 45 10 493661 "Tamasivani HWC" Chhattisgarh Raipur 
12-05-2021 45 10 493661 "Sarkhi HWC" Chhattisgarh Raipur 
12-05-2021 45 10 493661 "Saloni HWC" Chhattisgarh Raipur Free
12-05-2021 45 10 493661 "Julum HWC" Chhattisgarh Raipur 
12-05-2021 45 10 493661 "Pond HWC" Chhattisgarh Raipur 
12-05-2021 45 10 493661 "Dulna HWC" Chhattisgarh Raipur 
12-05-2021 45 10 493661 "Khorpa PHC A" Chhattisgarh Raipur Free
12-05-2021 45 10 493661 "Kurra HWC" Chhattisgarh Raipur 
12-05-2021 45 10 493661 "Chandi HWC" Chhattisgarh Raipur 
12-05-2021 45 10 493661 "Girhola HWC" Chhattisgarh Raipur Free
12-05-2021 45 10 493661 "Parsulidih HWC" Chhattisgarh Raipur 
12-05-2021 45 10 493661 "Raveli HWC" Chhattisgarh Raipur Free
12-05-2021 45 10 493661 "Belar HWC" Chhattisgarh Raipur 
12-05-2021 45 10 493661 "Tila HWC" Chhattisgarh Raipur 
12-05-2021 45 10 493661 "Sunderkera HWC" Chhattisgarh Raipur Free
12-05-2021 45 10 493661 "Kathiya HWC" Chhattisgarh Raipur Free
12-05-2021 45 10 493661 "Torla PHC" Chhattisgarh Raipur Free
12-05-2021 45 10 493661 "Kolar HWC" Chhattisgarh Raipur 
12-05-2021 45 10 493661 "Sankari HWC" Chhattisgarh Raipur Free
12-05-2021 45 10 493661 "Khola HWC" Chhattisgarh Raipur 
12-05-2021 45 10 493661 "Abhanpur CHC B" Chhattisgarh Raipur Free
12-05-2021 45 10 493885 "GOBRA NAWAPARA B" Chhattisgarh Raipur Free
12-05-2021 45 10 493661 "Pipruad HWC" Chhattisgarh Raipur 
13-05-2021 45 10 493661 "Hasda HWC" Chhattisgarh Raipur 
13-05-2021 45 10 493661 "Tamasivani HWC" Chhattisgarh Raipur 
13-05-2021 45 10 493661 "Sarkhi HWC" Chhattisgarh Raipur 
13-05-2021 45 10 493661 "Kendri HWC" Chhattisgarh Raipur 
13-05-2021 45 10 493661 "Nimora HWC" Chhattisgarh Raipur 
13-05-2021 45 10 493661 "Saloni HWC" Chhattisgarh Raipur Free
13-05-2021 45 10 493661 "Julum HWC" Chhattisgarh Raipur 
13-05-2021 45 10 493661 "Pond HWC" Chhattisgarh Raipur 
13-05-2021 45 10 493661 "Dulna HWC" Chhattisgarh Raipur 
13-05-2021 45 10 493661 "Khorpa PHC A" Chhattisgarh Raipur Free
13-05-2021 45 10 493661 "Kurra HWC" Chhattisgarh Raipur 
13-05-2021 45 10 493661 "Chandi HWC" Chhattisgarh Raipur 
13-05-2021 45 10 493661 "Girhola HWC" Chhattisgarh Raipur Free
13-05-2021 45 10 493661 "Parsulidih HWC" Chhattisgarh Raipur 
13-05-2021 45 10 493661 "Raveli HWC" Chhattisgarh Raipur Free
13-05-2021 45 10 493661 "Belar HWC" Chhattisgarh Raipur 
13-05-2021 45 10 493661 "Tila HWC" Chhattisgarh Raipur 
13-05-2021 45 10 493661 "Sunderkera HWC" Chhattisgarh Raipur Free
13-05-2021 45 10 493661 "Kathiya HWC" Chhattisgarh Raipur Free
13-05-2021 45 10 493661 "Kolar HWC" Chhattisgarh Raipur 
13-05-2021 45 10 493661 "Sankari HWC" Chhattisgarh Raipur Free
13-05-2021 45 10 493661 "Khola HWC" Chhattisgarh Raipur 
13-05-2021 45 10 493661 "Abhanpur CHC B" Chhattisgarh Raipur Free
13-05-2021 45 10 493885 "GOBRA NAWAPARA B" Chhattisgarh Raipur Free
13-05-2021 45 10 493661 "Pipruad HWC" Chhattisgarh Raipur 
14-05-2021 45 10 493661 "Seoni HWC" Chhattisgarh Raipur Free
14-05-2021 45 10 493661 "Hasda HWC" Chhattisgarh Raipur 
14-05-2021 45 10 493661 "Tamasivani HWC" Chhattisgarh Raipur 
14-05-2021 45 10 493661 "Sarkhi HWC" Chhattisgarh Raipur 
14-05-2021 45 10 493661 "Pacheda HWC" Chhattisgarh Raipur 
14-05-2021 45 10 493661 "Kendri HWC" Chhattisgarh Raipur 
14-05-2021 45 10 493661 "Saloni HWC" Chhattisgarh Raipur Free
14-05-2021 45 10 493661 "Julum HWC" Chhattisgarh Raipur 
14-05-2021 45 10 493661 "Pond HWC" Chhattisgarh Raipur 
14-05-2021 45 10 493661 "Kurra HWC" Chhattisgarh Raipur 
14-05-2021 45 10 493661 "Chandi HWC" Chhattisgarh Raipur 
14-05-2021 45 10 493661 "Girhola HWC" Chhattisgarh Raipur Free
14-05-2021 45 10 493661 "Parsulidih HWC" Chhattisgarh Raipur 
14-05-2021 45 10 493661 "Raveli HWC" Chhattisgarh Raipur Free
14-05-2021 45 10 493661 "Belar HWC" Chhattisgarh Raipur 
14-05-2021 45 10 493661 "Tila HWC" Chhattisgarh Raipur 
14-05-2021 45 10 493661 "Sunderkera HWC" Chhattisgarh Raipur Free
14-05-2021 45 10 493661 "Kolar HWC" Chhattisgarh Raipur 
14-05-2021 45 10 493661 "Sankari HWC" Chhattisgarh Raipur Free
14-05-2021 45 10 493661 "Khola HWC" Chhattisgarh Raipur 
14-05-2021 45 10 493885 "GOBRA NAWAPARA B" Chhattisgarh Raipur Free
14-05-2021 45 10 493661 "Pipruad HWC" Chhattisgarh Raipur 
14-05-2021 45 10 493441 Paragaon Chhattisgarh Raipur Free
15-05-2021 45 10 493661 "Seoni HWC" Chhattisgarh Raipur Free
15-05-2021 45 10 493661 "Hasda HWC" Chhattisgarh Raipur 
15-05-2021 45 10 493661 "Tamasivani HWC" Chhattisgarh Raipur 
15-05-2021 45 10 493661 "Sarkhi HWC" Chhattisgarh Raipur 
15-05-2021 45 10 493661 "Pacheda HWC" Chhattisgarh Raipur 
15-05-2021 45 10 493661 "Kendri HWC" Chhattisgarh Raipur 
15-05-2021 45 10 493661 "Nimora HWC" Chhattisgarh Raipur 
15-05-2021 45 10 493661 "Saloni HWC" Chhattisgarh Raipur Free
15-05-2021 45 10 493661 "Julum HWC" Chhattisgarh Raipur 
15-05-2021 45 10 493661 "Pond HWC" Chhattisgarh Raipur 
15-05-2021 45 10 493661 "Kurra HWC" Chhattisgarh Raipur 
15-05-2021 45 10 493661 "Chandi HWC" Chhattisgarh Raipur 
15-05-2021 45 10 493661 "Girhola HWC" Chhattisgarh Raipur Free
15-05-2021 45 10 493661 "Raveli HWC" Chhattisgarh Raipur Free
15-05-2021 45 10 493661 "Belar HWC" Chhattisgarh Raipur 
15-05-2021 45 10 493661 "Tila HWC" Chhattisgarh Raipur 
15-05-2021 45 10 493661 "Sunderkera HWC" Chhattisgarh Raipur Free
15-05-2021 45 10 493661 "Kolar HWC" Chhattisgarh Raipur 
15-05-2021 45 10 493661 "Sankari HWC" Chhattisgarh Raipur Free
15-05-2021 45 10 493661 "Khola HWC" Chhattisgarh Raipur 
15-05-2021 45 10 493885 "GOBRA NAWAPARA B" Chhattisgarh Raipur Free
15-05-2021 45 10 493661 "Pipruad HWC" Chhattisgarh Raipur 
15-05-2021 45 10 493441 Paragaon Chhattisgarh Raipur Free
09-05-2021 45 9 493116 "HWC Tandwa Tilda" Chhattisgarh Raipur Free
09-05-2021 45 9 493661 "Nimora HWC" Chhattisgarh Raipur 
09-05-2021 45 9 493661 "Saloni HWC" Chhattisgarh Raipur Free
10-05-2021 45 9 493114 "HWC Khaparikala Tilda" Chhattisgarh Raipur Free
10-05-2021 45 9 493225 "Bangoli PHC" Chhattisgarh Raipur Free
10-05-2021 45 9 493225 "CHC Kharora" Chhattisgarh Raipur Free
11-05-2021 45 9 493661 "Belar HWC" Chhattisgarh Raipur 
13-05-2021 45 9 493661 "Seoni HWC" Chhattisgarh Raipur Free
09-05-2021 45 8 493221 "HWC Kirna Khairkhunt" Chhattisgarh Raipur Free
09-05-2021 45 8 493881 "Gobra Nawapara CHC" Chhattisgarh Raipur Free
10-05-2021 45 8 493114 "SHC Tohda Tilda" Chhattisgarh Raipur Free
10-05-2021 45 8 493881 "Gobra Nawapara CHC" Chhattisgarh Raipur Free
10-05-2021 45 8 493116 "HWC Bahesar Tilda" Chhattisgarh Raipur Free
12-05-2021 45 8 493661 "Nimora HWC" Chhattisgarh Raipur 
14-05-2021 45 8 493661 "Nimora HWC" Chhattisgarh Raipur 
15-05-2021 45 8 493661 "Parsulidih HWC" Chhattisgarh Raipur 
09-05-2021 45 7 493114 "CHC Tilda - B" Chhattisgarh Raipur Free
10-05-2021 45 7 493661 "Nimora HWC" Chhattisgarh Raipur 
10-05-2021 45 7 493221 "HWC Tarpongi Khairkhunt" Chhattisgarh Raipur Free
10-05-2021 45 7 493661 "Abhanpur CHC" Chhattisgarh Raipur Free
11-05-2021 45 7 493661 "Abhanpur CHC" Chhattisgarh Raipur Free
12-05-2021 45 7 493661 "Kendri HWC" Chhattisgarh Raipur 
15-05-2021 45 5 493661 "Uparwara PHC" Chhattisgarh Raipur Free
09-05-2021 45 2 492001 "Parsada PHC" Chhattisgarh Raipur Free
09-05-2021 45 1 492001 "SSK RAMESHWARNAGAR ZONE-1" Chhattisgarh Raipur Free
09-05-2021 45 1 492001 "SSK SADHU ZONE-9" Chhattisgarh Raipur Free
09-05-2021 45 1 492001 "SB Rameshwar Nagar" Chhattisgarh Raipur Free
date min_age_limit available_capacity pincode name state_name district_name fee_type
