date min_age_limit available_capacity pincode name state_name district_name fee_type
10-05-2021 45 50 821002 Kadajamda Jharkhand "West Singhbhum" Free
10-05-2021 45 50 833102 "Bihari Club Chaibasa" Jharkhand "West Singhbhum" Free
10-05-2021 45 50 833201 "Panchyat Matkamhatu" Jharkhand "West Singhbhum" Free
10-05-2021 45 50 833201 "Panchyat Matkamhatu" Jharkhand "West Singhbhum" Free
10-05-2021 45 50 833105 "Panchayat Baljori" Jharkhand "West Singhbhum" Free
10-05-2021 45 50 833105 "Panchayat Baljori" Jharkhand "West Singhbhum" Free
10-05-2021 45 50 833103 "Panchayat Bari" Jharkhand "West Singhbhum" Free
10-05-2021 45 50 833103 "Panchayat Bari" Jharkhand "West Singhbhum" Free
10-05-2021 45 50 835216 "PANCHAYAT BHALUPANI" Jharkhand "West Singhbhum" Free
10-05-2021 45 50 821002 Balijharan Jharkhand "West Singhbhum" Free
10-05-2021 45 50 835216 "PANCHAYAT LANDUPADA" Jharkhand "West Singhbhum" Free
10-05-2021 45 50 833201 "Shardhanand School Chaibasa" Jharkhand "West Singhbhum" Free
10-05-2021 45 50 835216 "PANCHAYAT SAWANIA" Jharkhand "West Singhbhum" Free
10-05-2021 45 50 833204 "Dopai Panchyat" Jharkhand "West Singhbhum" Free
10-05-2021 45 50 821002 Mahudi Jharkhand "West Singhbhum" Free
11-05-2021 45 50 833201 "New Nagar Parishad 2" Jharkhand "West Singhbhum" Free
11-05-2021 45 50 833105 "Panchayat Bhalurungi" Jharkhand "West Singhbhum" Free
11-05-2021 45 50 833105 "Panchayat Bhalurungi" Jharkhand "West Singhbhum" Free
11-05-2021 45 50 833215 "Serengsia Panchyat" Jharkhand "West Singhbhum" Free
11-05-2021 45 50 833215 "Kondowa Panchayat" Jharkhand "West Singhbhum" Free
11-05-2021 45 50 821002 "Barajamda CHC" Jharkhand "West Singhbhum" Free
11-05-2021 45 50 833201 "New Colony Tungri Chaibasa" Jharkhand "West Singhbhum" Free
11-05-2021 45 50 835216 "Bandgaon CHC" Jharkhand "West Singhbhum" Free
11-05-2021 45 50 833204 "Purunia Panchayat" Jharkhand "West Singhbhum" Free
11-05-2021 45 50 821002 Kadajamda Jharkhand "West Singhbhum" Free
11-05-2021 45 50 821002 Kadajamda Jharkhand "West Singhbhum" Free
11-05-2021 45 50 833102 "Bihari Club Chaibasa" Jharkhand "West Singhbhum" Free
11-05-2021 45 50 835216 "PANCHAYAT BHALUPANI" Jharkhand "West Singhbhum" Free
11-05-2021 45 50 821002 Balijharan Jharkhand "West Singhbhum" Free
11-05-2021 45 50 835216 "PANCHAYAT LANDUPADA" Jharkhand "West Singhbhum" Free
11-05-2021 45 50 833201 "Shardhanand School Chaibasa" Jharkhand "West Singhbhum" Free
11-05-2021 45 50 835216 "PANCHAYAT SAWANIA" Jharkhand "West Singhbhum" Free
11-05-2021 45 50 833204 "Dopai Panchyat" Jharkhand "West Singhbhum" Free
11-05-2021 45 50 821002 Mahudi Jharkhand "West Singhbhum" Free
11-05-2021 45 50 833214 "Dumariya Panchayat" Jharkhand "West Singhbhum" Free
12-05-2021 45 50 833215 "Serengsia Panchyat" Jharkhand "West Singhbhum" Free
12-05-2021 45 50 833215 "Kondowa Panchayat" Jharkhand "West Singhbhum" Free
12-05-2021 45 50 835216 "Bandgaon CHC" Jharkhand "West Singhbhum" Free
12-05-2021 45 50 821002 Mahudi Jharkhand "West Singhbhum" Free
12-05-2021 45 50 833214 "Dumariya Panchayat" Jharkhand "West Singhbhum" Free
12-05-2021 45 50 835216 "PANCHAYAT HUDANGADA" Jharkhand "West Singhbhum" Free
12-05-2021 45 50 835216 "Panchayat Sindribeda" Jharkhand "West Singhbhum" Free
12-05-2021 45 50 835216 "PANCHAYAT KARAIKELA" Jharkhand "West Singhbhum" Free
13-05-2021 45 50 833215 "Serengsia Panchyat" Jharkhand "West Singhbhum" Free
13-05-2021 45 50 835216 "PANCHAYAT HUDANGADA" Jharkhand "West Singhbhum" Free
13-05-2021 45 50 835216 "Panchayat Sindribeda" Jharkhand "West Singhbhum" Free
13-05-2021 45 50 835216 "PANCHAYAT KARAIKELA" Jharkhand "West Singhbhum" Free
14-05-2021 45 50 833215 "Serengsia Panchyat" Jharkhand "West Singhbhum" Free
14-05-2021 45 50 833215 "Kondowa Panchayat" Jharkhand "West Singhbhum" Free
14-05-2021 45 50 835216 "Bandgaon CHC" Jharkhand "West Singhbhum" Free
14-05-2021 45 50 835216 "PANCHAYAT JALASAR" Jharkhand "West Singhbhum" Free
14-05-2021 45 50 835216 "PANCHAYAT JALASAR" Jharkhand "West Singhbhum" Free
15-05-2021 45 50 833215 "Serengsia Panchyat" Jharkhand "West Singhbhum" Free
15-05-2021 45 50 835216 "Bandgaon CHC" Jharkhand "West Singhbhum" Free
15-05-2021 45 50 835216 "PANCHAYAT JALASAR" Jharkhand "West Singhbhum" Free
09-05-2021 45 49 833201 "New Nagar Parishad 2" Jharkhand "West Singhbhum" Free
09-05-2021 45 49 833102 "Sub Div. Hosp" Jharkhand "West Singhbhum" Free
09-05-2021 45 49 833215 "PANCHAYAT JORAPOKHAR" Jharkhand "West Singhbhum" Free
09-05-2021 45 49 821002 "Barajamda CHC" Jharkhand "West Singhbhum" Free
09-05-2021 45 49 833201 "CHC Sadar Covaxin" Jharkhand "West Singhbhum" Free
09-05-2021 45 49 821002 "Noamundi Basti" Jharkhand "West Singhbhum" Free
13-05-2021 45 49 835216 "Bandgaon CHC" Jharkhand "West Singhbhum" Free
