date min_age_limit available_capacity pincode name state_name district_name fee_type
14-05-2021 45 83 760009 "MUNICIPALITY GOVT GIRLS H SCL" Odisha Ganjam Free
14-05-2021 45 36 761026 "BAULAGAM SC" Odisha Ganjam Free
14-05-2021 45 26 760005 "VV Giri Mahila Sec Trg School" Odisha Ganjam Free
14-05-2021 45 22 761105 "Polosara CHC" Odisha Ganjam Free
14-05-2021 45 20 761025 "BIPULINGI SC" Odisha Ganjam Free
14-05-2021 45 13 761118 "Buguda CHC" Odisha Ganjam Free
14-05-2021 45 12 761026 "PODAPADAR SC" Odisha Ganjam Free
14-05-2021 45 5 761010 "Chikiti CHC" Odisha Ganjam Free
14-05-2021 45 1 760001 "KHALIKOTE PLAY GROUND" Odisha Ganjam Free
