date min_age_limit available_capacity pincode name state_name district_name fee_type
14-05-2021 45 8 600053 "Athipet UPHC" "Tamil Nadu" Chennai Free
14-05-2021 45 8 600050 "Padi UCHC - COVISHIELD" "Tamil Nadu" Chennai Free
17-05-2021 45 8 600053 "Varadharajapuram UPHC" "Tamil Nadu" Chennai Free
17-05-2021 45 8 600050 "Padi UCHC - COVISHIELD" "Tamil Nadu" Chennai Free
11-05-2021 45 7 600024 "VADAPALANI EAST UPHC" "Tamil Nadu" Chennai Free
12-05-2021 45 7 600053 "Varadharajapuram UPHC" "Tamil Nadu" Chennai Free
13-05-2021 45 7 600119 "NEELANKARAI UPHC" "Tamil Nadu" Chennai Free
13-05-2021 45 7 600107 "Nerkundram II UPHC" "Tamil Nadu" Chennai Free
14-05-2021 45 7 600119 "NEELANKARAI UPHC" "Tamil Nadu" Chennai Free
15-05-2021 45 7 600050 "Korattur UPHC" "Tamil Nadu" Chennai Free
11-05-2021 45 6 600053 "Menambedu UPHC" "Tamil Nadu" Chennai Free
11-05-2021 45 6 600033 "KUMARAN NAGAR UPHC" "Tamil Nadu" Chennai Free
11-05-2021 45 6 600083 "JAFFERKHANPET UPHC" "Tamil Nadu" Chennai Free
11-05-2021 45 6 600050 "Padi UCHC - COVISHIELD" "Tamil Nadu" Chennai Free
12-05-2021 45 6 600107 "Nerkundram II UPHC" "Tamil Nadu" Chennai Free
12-05-2021 45 6 600083 "Nallankuppam UPHC" "Tamil Nadu" Chennai Free
13-05-2021 45 6 600053 "Athipet UPHC" "Tamil Nadu" Chennai Free
14-05-2021 45 6 600050 "Korattur UPHC" "Tamil Nadu" Chennai Free
14-05-2021 45 6 600097 "THURAIPAKKAM UPHC" "Tamil Nadu" Chennai Free
11-05-2021 45 5 600119 "NEELANKARAI UPHC" "Tamil Nadu" Chennai Free
11-05-2021 45 5 600039 "Vyasarpadi UPHC - COVAXIN" "Tamil Nadu" Chennai Free
11-05-2021 45 5 600102 "PERIPHERAL 2" "Tamil Nadu" Chennai Free
13-05-2021 45 5 600119 "SEMMANCHERRY UPHC" "Tamil Nadu" Chennai Free
13-05-2021 45 5 600053 "Varadharajapuram UPHC" "Tamil Nadu" Chennai Free
15-05-2021 45 5 600053 "Venkatapuram UPHC" "Tamil Nadu" Chennai Free
15-05-2021 45 5 600050 "Padi UCHC - COVISHIELD" "Tamil Nadu" Chennai Free
16-05-2021 45 5 600101 "Padi Round Building UPHC" "Tamil Nadu" Chennai Free
11-05-2021 45 4 600053 "Oragadam UPHC" "Tamil Nadu" Chennai Free
11-05-2021 45 4 600093 "DASARATHAPURAM UPHC" "Tamil Nadu" Chennai Free
11-05-2021 45 4 600004 "MYLAPORE UPHC - AMS2" "Tamil Nadu" Chennai Free
12-05-2021 45 4 600119 "NEELANKARAI UPHC" "Tamil Nadu" Chennai Free
13-05-2021 45 4 600050 "Padi UCHC - COVISHIELD" "Tamil Nadu" Chennai Free
15-05-2021 45 4 600005 "MIRSAHIBPET UPHC" "Tamil Nadu" Chennai Free
15-05-2021 45 4 600102 "PERIPHERAL 2" "Tamil Nadu" Chennai Free
15-05-2021 45 4 600115 "INJAMBAKKAM UCHC 101" "Tamil Nadu" Chennai Free
17-05-2021 45 4 600101 "Padi Round Building UPHC" "Tamil Nadu" Chennai Free
11-05-2021 45 3 600107 "Nerkundram II UPHC" "Tamil Nadu" Chennai Free
11-05-2021 45 3 600078 "Nesapakkam UPHC" "Tamil Nadu" Chennai Free
12-05-2021 45 3 600053 "Oragadam UPHC" "Tamil Nadu" Chennai Free
12-05-2021 45 3 600050 "Padi UCHC - COVISHIELD" "Tamil Nadu" Chennai Free
15-05-2021 45 3 600097 "THURAIPAKKAM UPHC" "Tamil Nadu" Chennai Free
17-05-2021 45 3 600095 "Maduravoyal UPHC" "Tamil Nadu" Chennai Free
11-05-2021 45 2 600050 "Korattur UPHC" "Tamil Nadu" Chennai Free
11-05-2021 45 2 600119 "SHOZHINGANALLUR UPHC" "Tamil Nadu" Chennai Free
11-05-2021 45 2 600097 "THURAIPAKKAM UPHC" "Tamil Nadu" Chennai Free
12-05-2021 45 2 600053 "Athipet UPHC" "Tamil Nadu" Chennai Free
